PLC_NM,NTN_NM,CARD_USE_AMT,CARD_UTILIIZA_CAS_CO,BASE_QUARTER
BIFF광장&용두산공원&보수동책방골목,괌,12200,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,남아프리카공화국,74400,5,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,네덜란드,674600,22,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,노르웨이,1067520,28,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,뉴질랜드,614500,30,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,대만,159608606,2703,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,덴마크,277800,16,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,독일,1728868,92,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,라오스,156220,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,러시아,13883821,518,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,루마니아,35000,5,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,마카오,1469090,12,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,말레이시아,14172925,293,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,멕시코,425000,19,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,모로코,12800,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,미국,48896670,1477,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,벨라루스,14740,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,버뮤다,936370,23,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,베트남,6350408,52,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,벨기에,855600,6,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,보스니아헤르체고비치,7000,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,불가리아,8000,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,브라질,964180,28,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,브루나이드루살렘,230300,10,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,사우디아라비아,175300,8,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,스웨덴,235600,14,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,스위스,223400,16,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,스페인,503200,27,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,슬로바키아,128800,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,슬로베니아,11000,3,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,싱가폴,12343320,224,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,아랍에미레이트,336200,11,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,아르헨티나,307540,4,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,아일랜드,139300,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,에스토니아,39900,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,에콰도르,119500,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,영국,4873632,115,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,오스트리아,191300,6,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,온두라스,8000,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,우크라이나,220700,5,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,이스라엘,143100,3,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,이탈리아,557170,38,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,인도네시아,5490407,133,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,인도네시아,1338770,20,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,일본,226489999,5228,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,조지아,96200,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,중국,53957560,864,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,체코,106300,9,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,칠레,350385,9,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,카자흐스탄,40150,6,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,카타르,63000,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,캐나다,929040,48,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,케냐,20000,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,코스타리카,14350,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,콜롬비아,84800,8,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,쿠웨이트,189400,2,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,크로아티아,34100,4,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,태국,16107500,335,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,터키,175800,7,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,파나마,31950,4,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,포르투갈,64000,5,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,폴란드,81600,8,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,푸에르토리코,50500,1,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,프랑스,2046110,102,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,핀란드,170600,16,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,필리핀,1597650,33,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,헝가리,38100,3,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,호주,9202976,330,2020년 1분기
BIFF광장&용두산공원&보수동책방골목,홍콩,15292413,251,2020년 1분기
감천문화마을,괌,154000,3,2020년 1분기
감천문화마을,그리스,39000,4,2020년 1분기
감천문화마을,남아프리카공화국,28000,1,2020년 1분기
감천문화마을,네덜란드,129400,12,2020년 1분기
감천문화마을,노르웨이,35000,5,2020년 1분기
감천문화마을,뉴질랜드,255500,22,2020년 1분기
감천문화마을,대만,21776580,1371,2020년 1분기
감천문화마을,덴마크,8500,2,2020년 1분기
감천문화마을,독일,557100,38,2020년 1분기
감천문화마을,러시아,1037210,95,2020년 1분기
감천문화마을,마카오,20000,2,2020년 1분기
감천문화마을,말레이시아,1972150,120,2020년 1분기
감천문화마을,멕시코,340300,13,2020년 1분기
감천문화마을,몽골,9000,1,2020년 1분기
감천문화마을,미국,6179780,475,2020년 1분기
감천문화마을,버뮤다,18500,3,2020년 1분기
감천문화마을,베트남,241100,16,2020년 1분기
감천문화마을,벨기에,56500,9,2020년 1분기
감천문화마을,브라질,93600,12,2020년 1분기
감천문화마을,브루나이드루살렘,43000,2,2020년 1분기
감천문화마을,사우디아라비아,12500,2,2020년 1분기
감천문화마을,스웨덴,226300,19,2020년 1분기
감천문화마을,스위스,193100,18,2020년 1분기
감천문화마을,스페인,556400,34,2020년 1분기
감천문화마을,슬로베니아,5000,1,2020년 1분기
감천문화마을,싱가폴,1965080,117,2020년 1분기
감천문화마을,아랍에미레이트,150000,6,2020년 1분기
감천문화마을,아르헨티나,10000,1,2020년 1분기
감천문화마을,에콰도르,120000,2,2020년 1분기
감천문화마을,엘살바도르,18000,2,2020년 1분기
감천문화마을,영국,828000,90,2020년 1분기
감천문화마을,오스트리아,34300,3,2020년 1분기
감천문화마을,이스라엘,12000,1,2020년 1분기
감천문화마을,이탈리아,270400,30,2020년 1분기
감천문화마을,인도네시아,1748150,68,2020년 1분기
감천문화마을,인도네시아,191000,15,2020년 1분기
감천문화마을,일본,10600390,732,2020년 1분기
감천문화마을,중국,17799554,900,2020년 1분기
감천문화마을,체코,37700,7,2020년 1분기
감천문화마을,칠레,50000,3,2020년 1분기
감천문화마을,카자흐스탄,88500,8,2020년 1분기
감천문화마을,캐나다,214500,28,2020년 1분기
감천문화마을,콜롬비아,56000,4,2020년 1분기
감천문화마을,태국,1273630,72,2020년 1분기
감천문화마을,파키스탄,64500,2,2020년 1분기
감천문화마을,폴란드,7000,1,2020년 1분기
감천문화마을,프랑스,892100,93,2020년 1분기
감천문화마을,핀란드,46500,6,2020년 1분기
감천문화마을,필리핀,395500,18,2020년 1분기
감천문화마을,헝가리,27800,3,2020년 1분기
감천문화마을,호주,2794930,272,2020년 1분기
감천문화마을,홍콩,1992600,79,2020년 1분기
광안리해수욕장,네덜란드,105600,5,2020년 1분기
광안리해수욕장,노르웨이,290200,14,2020년 1분기
광안리해수욕장,대만,159700,9,2020년 1분기
광안리해수욕장,덴마크,100000,1,2020년 1분기
광안리해수욕장,독일,176700,12,2020년 1분기
광안리해수욕장,라오스,7000,1,2020년 1분기
광안리해수욕장,러시아,478300,18,2020년 1분기
광안리해수욕장,루마니아,41000,2,2020년 1분기
광안리해수욕장,리투아니아,2660,1,2020년 1분기
광안리해수욕장,말레이시아,132900,8,2020년 1분기
광안리해수욕장,멕시코,354550,21,2020년 1분기
광안리해수욕장,몽골,37700,2,2020년 1분기
광안리해수욕장,미국,75151547,1552,2020년 1분기
광안리해수욕장,미얀마,9000,1,2020년 1분기
광안리해수욕장,바하마,127300,2,2020년 1분기
광안리해수욕장,베네수엘라,79500,2,2020년 1분기
광안리해수욕장,베트남,744700,17,2020년 1분기
광안리해수욕장,벨기에,27600,2,2020년 1분기
광안리해수욕장,보스니아헤르체고비치,312000,1,2020년 1분기
광안리해수욕장,브라질,49600,3,2020년 1분기
광안리해수욕장,사우디아라비아,24900,2,2020년 1분기
광안리해수욕장,스웨덴,555350,10,2020년 1분기
광안리해수욕장,스위스,50900,2,2020년 1분기
광안리해수욕장,스페인,59720,7,2020년 1분기
광안리해수욕장,슬로바키아,64400,3,2020년 1분기
광안리해수욕장,싱가폴,67968671,340,2020년 1분기
광안리해수욕장,사이프러스,15000,1,2020년 1분기
광안리해수욕장,아랍에미레이트,48400,2,2020년 1분기
광안리해수욕장,아르헨티나,34500,3,2020년 1분기
광안리해수욕장,아일랜드,58500,2,2020년 1분기
광안리해수욕장,에스토니아,10500,1,2020년 1분기
광안리해수욕장,영국,15314300,177,2020년 1분기
광안리해수욕장,오만,70900,1,2020년 1분기
광안리해수욕장,오스트리아,97500,2,2020년 1분기
광안리해수욕장,우크라이나,13300,1,2020년 1분기
광안리해수욕장,이스라엘,63720,4,2020년 1분기
광안리해수욕장,이탈리아,335900,9,2020년 1분기
광안리해수욕장,인도네시아,394700,6,2020년 1분기
광안리해수욕장,인도네시아,332000,3,2020년 1분기
광안리해수욕장,일본,4237115,62,2020년 1분기
광안리해수욕장,중국,1176739,24,2020년 1분기
광안리해수욕장,체코,7000,1,2020년 1분기
광안리해수욕장,칠레,100000,1,2020년 1분기
광안리해수욕장,카자흐스탄,1307700,49,2020년 1분기
광안리해수욕장,캐나다,944600,25,2020년 1분기
광안리해수욕장,콜롬비아,357700,16,2020년 1분기
광안리해수욕장,태국,12000,1,2020년 1분기
광안리해수욕장,터키,51200,6,2020년 1분기
광안리해수욕장,파라과이,25900,1,2020년 1분기
광안리해수욕장,페루,155000,1,2020년 1분기
광안리해수욕장,포르투갈,337840,3,2020년 1분기
광안리해수욕장,푸에르토리코,653487,4,2020년 1분기
광안리해수욕장,프랑스,721970,35,2020년 1분기
광안리해수욕장,핀란드,100300,7,2020년 1분기
광안리해수욕장,필리핀,516900,17,2020년 1분기
광안리해수욕장,호주,747590,16,2020년 1분기
광안리해수욕장,홍콩,6833323,58,2020년 1분기
동백섬&누리마루APEC하우스,그리스,11000,1,2020년 1분기
동백섬&누리마루APEC하우스,네덜란드,1000,1,2020년 1분기
동백섬&누리마루APEC하우스,노르웨이,1345520,1,2020년 1분기
동백섬&누리마루APEC하우스,대만,200450,3,2020년 1분기
동백섬&누리마루APEC하우스,독일,22446217,30,2020년 1분기
동백섬&누리마루APEC하우스,러시아,656600,7,2020년 1분기
동백섬&누리마루APEC하우스,멕시코,169800,2,2020년 1분기
동백섬&누리마루APEC하우스,미국,48493249,207,2020년 1분기
동백섬&누리마루APEC하우스,보츠와나,44000,2,2020년 1분기
동백섬&누리마루APEC하우스,스위스,458630,5,2020년 1분기
동백섬&누리마루APEC하우스,스페인,19500,2,2020년 1분기
동백섬&누리마루APEC하우스,싱가폴,70138008,188,2020년 1분기
동백섬&누리마루APEC하우스,아랍에미레이트,725000,2,2020년 1분기
동백섬&누리마루APEC하우스,영국,5595614,25,2020년 1분기
동백섬&누리마루APEC하우스,오스트리아,44000,1,2020년 1분기
동백섬&누리마루APEC하우스,이탈리아,53000,2,2020년 1분기
동백섬&누리마루APEC하우스,인도,12500,1,2020년 1분기
동백섬&누리마루APEC하우스,인도네시아,573850,5,2020년 1분기
동백섬&누리마루APEC하우스,일본,2083695,11,2020년 1분기
동백섬&누리마루APEC하우스,중국,515649,6,2020년 1분기
동백섬&누리마루APEC하우스,캐나다,42689490,16,2020년 1분기
동백섬&누리마루APEC하우스,페루,247000,2,2020년 1분기
동백섬&누리마루APEC하우스,폴란드,13900,1,2020년 1분기
동백섬&누리마루APEC하우스,푸에르토리코,18000,1,2020년 1분기
동백섬&누리마루APEC하우스,프랑스,111500,5,2020년 1분기
동백섬&누리마루APEC하우스,필리핀,116000,1,2020년 1분기
동백섬&누리마루APEC하우스,호주,356100,6,2020년 1분기
동백섬&누리마루APEC하우스,홍콩,21849973,84,2020년 1분기
마린시티 카페거리,러시아,1672340,59,2020년 1분기
마린시티 카페거리,멕시코,20800,1,2020년 1분기
마린시티 카페거리,미국,10131660,170,2020년 1분기
마린시티 카페거리,미얀마,9820,1,2020년 1분기
마린시티 카페거리,바하마,21000,2,2020년 1분기
마린시티 카페거리,베트남,70100,4,2020년 1분기
마린시티 카페거리,벨기에,119300,4,2020년 1분기
마린시티 카페거리,스리랑카,81910,2,2020년 1분기
마린시티 카페거리,아랍에미레이트,51700,5,2020년 1분기
마린시티 카페거리,영국,2587400,11,2020년 1분기
마린시티 카페거리,인도네시아,39938600,3,2020년 1분기
마린시티 카페거리,일본,1131740,27,2020년 1분기
마린시티 카페거리,중국,52885,5,2020년 1분기
마린시티 카페거리,캐나다,393020,20,2020년 1분기
마린시티 카페거리,태국,48000,1,2020년 1분기
마린시티 카페거리,페루,121300,2,2020년 1분기
마린시티 카페거리,폴란드,3500,1,2020년 1분기
마린시티 카페거리,프랑스,34300,4,2020년 1분기
마린시티 카페거리,필리핀,21700,2,2020년 1분기
마린시티 카페거리,홍콩,4772600,24,2020년 1분기
부산서면,그리스,258000,2,2020년 1분기
부산서면,남아프리카공화국,375700,22,2020년 1분기
부산서면,네덜란드,11286980,72,2020년 1분기
부산서면,노르웨이,16240916,48,2020년 1분기
부산서면,뉴질랜드,788300,5,2020년 1분기
부산서면,대만,17653220,127,2020년 1분기
부산서면,덴마크,1754165,44,2020년 1분기
부산서면,독일,2981226,82,2020년 1분기
부산서면,라오스,142950,5,2020년 1분기
부산서면,러시아,43360130,238,2020년 1분기
부산서면,루마니아,171800,8,2020년 1분기
부산서면,리투아니아,290260,22,2020년 1분기
부산서면,마카오,98000,1,2020년 1분기
부산서면,말레이시아,2867700,12,2020년 1분기
부산서면,멕시코,3098000,54,2020년 1분기
부산서면,모로코,139560,6,2020년 1분기
부산서면,몽골,364960,14,2020년 1분기
부산서면,미국,477713869,4016,2020년 1분기
부산서면,바하마,356600,11,2020년 1분기
부산서면,베네수엘라,76300,4,2020년 1분기
부산서면,베트남,10124160,99,2020년 1분기
부산서면,벨기에,307900,16,2020년 1분기
부산서면,벨라루스,257870,16,2020년 1분기
부산서면,브라질,88800,9,2020년 1분기
부산서면,사우디아라비아,6600,1,2020년 1분기
부산서면,스리랑카,42500,1,2020년 1분기
부산서면,스웨덴,650480,9,2020년 1분기
부산서면,스위스,107600,12,2020년 1분기
부산서면,스페인,183600,10,2020년 1분기
부산서면,싱가폴,79900924,370,2020년 1분기
부산서면,아랍에미레이트,8355420,35,2020년 1분기
부산서면,아일랜드,473850,23,2020년 1분기
부산서면,에스토니아,4000,1,2020년 1분기
부산서면,영국,15535101,219,2020년 1분기
부산서면,오만,50000,1,2020년 1분기
부산서면,오스트리아,432400,6,2020년 1분기
부산서면,우크라이나,42400,5,2020년 1분기
부산서면,이스라엘,249700,8,2020년 1분기
부산서면,이탈리아,5118960,47,2020년 1분기
부산서면,인도,11137400,27,2020년 1분기
부산서면,인도네시아,7860880,69,2020년 1분기
부산서면,일본,48579626,665,2020년 1분기
부산서면,중국,66680384,455,2020년 1분기
부산서면,체코,44100,5,2020년 1분기
부산서면,칠레,11500,1,2020년 1분기
부산서면,카자흐스탄,4029450,88,2020년 1분기
부산서면,카타르,149500,2,2020년 1분기
부산서면,캐나다,14849950,210,2020년 1분기
부산서면,케냐,54900,9,2020년 1분기
부산서면,콜롬비아,235200,14,2020년 1분기
부산서면,쿠웨이트,1938025,5,2020년 1분기
부산서면,태국,4495180,66,2020년 1분기
부산서면,터키,102900,6,2020년 1분기
부산서면,파나마,276870,6,2020년 1분기
부산서면,파라과이,10700,3,2020년 1분기
부산서면,파키스탄,200000,1,2020년 1분기
부산서면,페루,3820000,2,2020년 1분기
부산서면,폴란드,96350,16,2020년 1분기
부산서면,푸에르토리코,1034700,23,2020년 1분기
부산서면,프랑스,9873108,238,2020년 1분기
부산서면,핀란드,744850,30,2020년 1분기
부산서면,필리핀,1122830,18,2020년 1분기
부산서면,호주,7523190,94,2020년 1분기
부산서면,홍콩,14346051,65,2020년 1분기
부산시민공원,미국,16000,1,2020년 1분기
부산시민공원,싱가폴,30500,2,2020년 1분기
부산시민공원,일본,11000,2,2020년 1분기
센텀시티(신세계센텀 등),그리스,574300,3,2020년 1분기
센텀시티(신세계센텀 등),남아프리카공화국,454100,2,2020년 1분기
센텀시티(신세계센텀 등),네덜란드,108000,3,2020년 1분기
센텀시티(신세계센텀 등),노르웨이,1259900,25,2020년 1분기
센텀시티(신세계센텀 등),뉴질랜드,248000,1,2020년 1분기
센텀시티(신세계센텀 등),대만,3381300,13,2020년 1분기
센텀시티(신세계센텀 등),독일,12080480,46,2020년 1분기
센텀시티(신세계센텀 등),라오스,26000,1,2020년 1분기
센텀시티(신세계센텀 등),라트비아,140000,1,2020년 1분기
센텀시티(신세계센텀 등),러시아,41703031,196,2020년 1분기
센텀시티(신세계센텀 등),룩셈부르크,412000,2,2020년 1분기
센텀시티(신세계센텀 등),리투아니아,208600,23,2020년 1분기
센텀시티(신세계센텀 등),말레이시아,807500,4,2020년 1분기
센텀시티(신세계센텀 등),멕시코,279730,13,2020년 1분기
센텀시티(신세계센텀 등),몽골,399360,23,2020년 1분기
센텀시티(신세계센텀 등),미국,534744908,3557,2020년 1분기
센텀시티(신세계센텀 등),바하마,43000,4,2020년 1분기
센텀시티(신세계센텀 등),베네수엘라,1104000,4,2020년 1분기
센텀시티(신세계센텀 등),베트남,17267084,39,2020년 1분기
센텀시티(신세계센텀 등),벨기에,367420,16,2020년 1분기
센텀시티(신세계센텀 등),벨라루스,58800,5,2020년 1분기
센텀시티(신세계센텀 등),사우디아라비아,9000,2,2020년 1분기
센텀시티(신세계센텀 등),스리랑카,18000,1,2020년 1분기
센텀시티(신세계센텀 등),스웨덴,531000,2,2020년 1분기
센텀시티(신세계센텀 등),스위스,3827430,13,2020년 1분기
센텀시티(신세계센텀 등),스페인,385140,14,2020년 1분기
센텀시티(신세계센텀 등),슬로바키아,30600,1,2020년 1분기
센텀시티(신세계센텀 등),슬로베니아,175800,4,2020년 1분기
센텀시티(신세계센텀 등),싱가폴,142211058,630,2020년 1분기
센텀시티(신세계센텀 등),사이프러스,504700,4,2020년 1분기
센텀시티(신세계센텀 등),아랍에미레이트,8724880,16,2020년 1분기
센텀시티(신세계센텀 등),아일랜드,1205800,9,2020년 1분기
센텀시티(신세계센텀 등),영국,42031252,201,2020년 1분기
센텀시티(신세계센텀 등),오만,789046,5,2020년 1분기
센텀시티(신세계센텀 등),오스트리아,36000,1,2020년 1분기
센텀시티(신세계센텀 등),우크라이나,23400,4,2020년 1분기
센텀시티(신세계센텀 등),이스라엘,148200,1,2020년 1분기
센텀시티(신세계센텀 등),이탈리아,2855900,43,2020년 1분기
센텀시티(신세계센텀 등),인도,994500,6,2020년 1분기
센텀시티(신세계센텀 등),인도네시아,4763480,21,2020년 1분기
센텀시티(신세계센텀 등),일본,32908336,233,2020년 1분기
센텀시티(신세계센텀 등),자메이카,28400,2,2020년 1분기
센텀시티(신세계센텀 등),중국,256674300,365,2020년 1분기
센텀시티(신세계센텀 등),칠레,119000,1,2020년 1분기
센텀시티(신세계센텀 등),카자흐스탄,771140,19,2020년 1분기
센텀시티(신세계센텀 등),캄보디아,10946697,16,2020년 1분기
센텀시티(신세계센텀 등),캐나다,10457890,113,2020년 1분기
센텀시티(신세계센텀 등),콜롬비아,124200,6,2020년 1분기
센텀시티(신세계센텀 등),크로아티아,272100,5,2020년 1분기
센텀시티(신세계센텀 등),태국,2741770,8,2020년 1분기
센텀시티(신세계센텀 등),터키,1411500,7,2020년 1분기
센텀시티(신세계센텀 등),트리니나드토바고,198600,3,2020년 1분기
센텀시티(신세계센텀 등),파나마,954300,7,2020년 1분기
센텀시티(신세계센텀 등),파라과이,12200,1,2020년 1분기
센텀시티(신세계센텀 등),파키스탄,149500,1,2020년 1분기
센텀시티(신세계센텀 등),페루,3961560,15,2020년 1분기
센텀시티(신세계센텀 등),포르투갈,396000,1,2020년 1분기
센텀시티(신세계센텀 등),폴란드,256400,1,2020년 1분기
센텀시티(신세계센텀 등),푸에르토리코,70600,2,2020년 1분기
센텀시티(신세계센텀 등),프랑스,9380900,81,2020년 1분기
센텀시티(신세계센텀 등),핀란드,58340,3,2020년 1분기
센텀시티(신세계센텀 등),필리핀,876020,13,2020년 1분기
센텀시티(신세계센텀 등),헝가리,17400,2,2020년 1분기
센텀시티(신세계센텀 등),호주,2538790,48,2020년 1분기
센텀시티(신세계센텀 등),홍콩,28368269,162,2020년 1분기
송도해수욕장,대만,99600,8,2020년 1분기
송도해수욕장,독일,353300,19,2020년 1분기
송도해수욕장,러시아,2018140,101,2020년 1분기
송도해수욕장,루마니아,23700,2,2020년 1분기
송도해수욕장,리투아니아,32000,1,2020년 1분기
송도해수욕장,미국,5683350,202,2020년 1분기
송도해수욕장,미얀마,38000,1,2020년 1분기
송도해수욕장,베트남,13620,1,2020년 1분기
송도해수욕장,벨기에,21500,3,2020년 1분기
송도해수욕장,브라질,1900,1,2020년 1분기
송도해수욕장,사우디아라비아,12000,1,2020년 1분기
송도해수욕장,스위스,2500,1,2020년 1분기
송도해수욕장,스페인,30000,1,2020년 1분기
송도해수욕장,싱가폴,15000,1,2020년 1분기
송도해수욕장,아일랜드,83700,4,2020년 1분기
송도해수욕장,영국,396450,18,2020년 1분기
송도해수욕장,오만,40000,1,2020년 1분기
송도해수욕장,우크라이나,5100,1,2020년 1분기
송도해수욕장,인도,48500,1,2020년 1분기
송도해수욕장,인도네시아,83400,4,2020년 1분기
송도해수욕장,일본,453940,16,2020년 1분기
송도해수욕장,중국,802897,24,2020년 1분기
송도해수욕장,체코,40000,1,2020년 1분기
송도해수욕장,카자흐스탄,16000,1,2020년 1분기
송도해수욕장,캐나다,238200,13,2020년 1분기
송도해수욕장,콜롬비아,69100,81,2020년 1분기
송도해수욕장,콩고,60000,1,2020년 1분기
송도해수욕장,크로아티아,71100,2,2020년 1분기
송도해수욕장,태국,210600,4,2020년 1분기
송도해수욕장,페루,67000,1,2020년 1분기
송도해수욕장,폴란드,103200,7,2020년 1분기
송도해수욕장,프랑스,541300,34,2020년 1분기
송도해수욕장,핀란드,16000,1,2020년 1분기
송도해수욕장,필리핀,102600,3,2020년 1분기
송도해수욕장,호주,83500,5,2020년 1분기
송도해수욕장,홍콩,539100,11,2020년 1분기
송정해수욕장,독일,37400,4,2020년 1분기
송정해수욕장,러시아,4950,2,2020년 1분기
송정해수욕장,멕시코,52000,1,2020년 1분기
송정해수욕장,미국,330760,26,2020년 1분기
송정해수욕장,벨기에,35000,1,2020년 1분기
송정해수욕장,싱가폴,1962400,2,2020년 1분기
송정해수욕장,영국,116510,19,2020년 1분기
송정해수욕장,일본,34000,2,2020년 1분기
송정해수욕장,중국,8450,2,2020년 1분기
송정해수욕장,캐나다,260250,8,2020년 1분기
송정해수욕장,프랑스,38200,6,2020년 1분기
송정해수욕장,호주,50000,2,2020년 1분기
오륙도&이기대 갈맷길,덴마크,6000,1,2020년 1분기
오륙도&이기대 갈맷길,러시아,24800,2,2020년 1분기
오륙도&이기대 갈맷길,미국,15243480,292,2020년 1분기
오륙도&이기대 갈맷길,싱가폴,423000,4,2020년 1분기
오륙도&이기대 갈맷길,영국,4400,3,2020년 1분기
오륙도&이기대 갈맷길,우크라이나,1300,1,2020년 1분기
오륙도&이기대 갈맷길,이탈리아,179000,1,2020년 1분기
오륙도&이기대 갈맷길,인도네시아,125880,2,2020년 1분기
오륙도&이기대 갈맷길,일본,74000,2,2020년 1분기
오륙도&이기대 갈맷길,중국,9115855,44,2020년 1분기
오륙도&이기대 갈맷길,캐나다,7100,3,2020년 1분기
오륙도&이기대 갈맷길,콜롬비아,101800,2,2020년 1분기
오륙도&이기대 갈맷길,프랑스,15700,3,2020년 1분기
오륙도&이기대 갈맷길,필리핀,200000,1,2020년 1분기
오륙도&이기대 갈맷길,호주,14220,1,2020년 1분기
을숙도,미국,9800,1,2020년 1분기
을숙도,영국,5400,1,2020년 1분기
을숙도,프랑스,9600,1,2020년 1분기
일광해수욕장,미국,125400,6,2020년 1분기
일광해수욕장,베트남,12600,1,2020년 1분기
일광해수욕장,영국,7000,1,2020년 1분기
일광해수욕장,인도네시아,31000,1,2020년 1분기
일광해수욕장,일본,65500,3,2020년 1분기
일광해수욕장,캐나다,10100,1,2020년 1분기
일광해수욕장,홍콩,194500,2,2020년 1분기
자갈치·국제시장·부평깡통야시장,남아프리카공화국,105000,1,2020년 1분기
자갈치·국제시장·부평깡통야시장,네덜란드,193800,3,2020년 1분기
자갈치·국제시장·부평깡통야시장,대만,605990,21,2020년 1분기
자갈치·국제시장·부평깡통야시장,덴마크,274000,1,2020년 1분기
자갈치·국제시장·부평깡통야시장,독일,77850,7,2020년 1분기
자갈치·국제시장·부평깡통야시장,러시아,3647040,52,2020년 1분기
자갈치·국제시장·부평깡통야시장,룩셈부르크,17150,1,2020년 1분기
자갈치·국제시장·부평깡통야시장,리투아니아,23000,1,2020년 1분기
자갈치·국제시장·부평깡통야시장,말레이시아,76200,3,2020년 1분기
자갈치·국제시장·부평깡통야시장,멕시코,512900,10,2020년 1분기
자갈치·국제시장·부평깡통야시장,미국,16302323,333,2020년 1분기
자갈치·국제시장·부평깡통야시장,바하마,17000,1,2020년 1분기
자갈치·국제시장·부평깡통야시장,베트남,847500,8,2020년 1분기
자갈치·국제시장·부평깡통야시장,벨기에,5500,1,2020년 1분기
자갈치·국제시장·부평깡통야시장,브라질,41000,1,2020년 1분기
자갈치·국제시장·부평깡통야시장,사우디아라비아,42000,1,2020년 1분기
자갈치·국제시장·부평깡통야시장,스위스,19500,1,2020년 1분기
자갈치·국제시장·부평깡통야시장,스페인,128000,4,2020년 1분기
자갈치·국제시장·부평깡통야시장,싱가폴,230000,3,2020년 1분기
자갈치·국제시장·부평깡통야시장,아랍에미레이트,5000,1,2020년 1분기
자갈치·국제시장·부평깡통야시장,아르헨티나,240000,1,2020년 1분기
자갈치·국제시장·부평깡통야시장,에스토니아,2200,1,2020년 1분기
자갈치·국제시장·부평깡통야시장,영국,659690,30,2020년 1분기
자갈치·국제시장·부평깡통야시장,온두라스,212000,3,2020년 1분기
자갈치·국제시장·부평깡통야시장,우크라이나,21000,2,2020년 1분기
자갈치·국제시장·부평깡통야시장,이탈리아,192000,2,2020년 1분기
자갈치·국제시장·부평깡통야시장,인도,40200,2,2020년 1분기
자갈치·국제시장·부평깡통야시장,인도네시아,1223805,17,2020년 1분기
자갈치·국제시장·부평깡통야시장,일본,10002710,80,2020년 1분기
